"2342","1592","2333","2307","1414","1551","1414","11","0","2","0","0","0","0"
" RowID","","","Product Name","System SKU","Barcode","Product SKU","บาร์โค้ดจริง","","หน่วย","","","",""
"SKU-613-1569","613","1569","คอลเกต แปรงสีฟัน เดอลุกซ์พลัส (คอลเกต แปรงสีฟัน เดอลุกซ์พลัส)","U00001094","-","U00001094","","","","","","",""
"SKU-613-1567","613","1567","คอลเกต แปรงสีฟัน เดอลุกซ์พลัส (คอลเกต แปรงสีฟัน เดอลุกซ์พลัส แพคx12)","U00001094","8850006925201","U00001094","","","","","","",""
"SKU-613-1568","613","1568","คอลเกต แปรงสีฟัน เดอลุกซ์พลัส (คอลเกต แปรงสีฟัน เดอลุกซ์พลัส	หีบx6 แพค12)","U00001094","18850006332143","U00001094","","","","","","",""
"SKU-614-1570","614","1570","ไฮยีน เอ็กเพิร์ทแคร์ 20มล ดรีมมี่ฮัก ม่วง (ไฮยีน เอ็กเพิร์ทแคร์ 20มล ดรีมมี่ฮัก ม่วง แพคx24)","U00001083","8850092288525","U00001083","","","","","","",""
"SKU-614-1571","614","1571","ไฮยีน เอ็กเพิร์ทแคร์ 20มล ดรีมมี่ฮัก ม่วง (ไฮยีน เอ็กเพิร์ทแคร์ 20มล ดรีมมี่ฮัก ม่วง หีบx15 แพค24)","U00001083","38850092288526","U00001083","","","","","","",""
"SKU-615-1573","615","1573","ไฮยีน เอ็กเพิร์ทแคร์ 20มล มอร์นิ่งฮัก ฟ้า (ไฮยีน เอ็กเพิร์ทแคร์ 20มล มอร์นิ่งฮัก ฟ้า แพคx24)","U00001084","8850092288020","U00001084","","","","","","",""
"SKU-615-1574","615","1574","ไฮยีน เอ็กเพิร์ทแคร์ 20มล มอร์นิ่งฮัก ฟ้า (ไฮยีน เอ็กเพิร์ทแคร์ 20มล มอร์นิ่งฮัก ฟ้า หีบx15 แพค24)","U00001084","38850092288021","U00001084","","","","","","",""
"SKU-616-1576","616","1576","ไฮยีน เอ็กเพิร์ทแคร์ 20มล ไทม์เลสบลูม ฟ้า (ไฮยีน เอ็กเพิร์ทแคร์ 20มล ไทม์เลสบลูม ฟ้า แพคx24)","U00001085","8850092313630","U00001085","","","","","","",""
"SKU-616-1577","616","1577","ไฮยีน เอ็กเพิร์ทแคร์ 20มล ไทม์เลสบลูม ฟ้า (ไฮยีน เอ็กเพิร์ทแคร์ 20มล ไทม์เลสบลูม ฟ้า หีบx15 แพค24)","U00001085","18850092313637","U00001085","","","","","","",""
"SKU-617-1579","617","1579","ไฮยีน เอ็กเพิร์ทแคร์ 20มล ซันไรส์คิส ขาวชมพู (ไฮยีน เอ็กเพิร์ทแคร์ 20มล ซันไรส์คิส ขาวชมพู แพคx24)","U00001086","8850092275105","U00001086","","","","","","",""
"SKU-617-1580","617","1580","ไฮยีน เอ็กเพิร์ทแคร์ 20มล ซันไรส์คิส ขาวชมพู (ไฮยีน เอ็กเพิร์ทแคร์ 20มล ซันไรส์คิส ขาวชมพู หีบx15 แพค24)","U00001086","18850092275102","U00001086","","","","","","",""
"SKU-618-1582","618","1582","ไฮยีน เอ็กเพิร์ทแคร์ 20มล มิลกี้ ขาว (ไฮยีน เอ็กเพิร์ทแคร์ 20มล มิลกี้ ขาว แพคx24)","U00001087","8850092280109","U00001087","","","","","","",""
"SKU-618-1583","618","1583","ไฮยีน เอ็กเพิร์ทแคร์ 20มล มิลกี้ ขาว (ไฮยีน เอ็กเพิร์ทแคร์ 20มล มิลกี้ ขาว หีบx15 แพค24)","U00001087","18850092280182","U00001087","","","","","","",""
"SKU-619-1585","619","1585","ไฮยีน เอ็กเพิร์ทแคร์ 20มล พีโอนี่ ดำ (ไฮยีน เอ็กเพิร์ทแคร์ 20มล พีโอนี่ ดำ แพคx24)","U00001088","8850092298104","U00001088","","","","","","",""
"SKU-619-1586","619","1586","ไฮยีน เอ็กเพิร์ทแคร์ 20มล พีโอนี่ ดำ (ไฮยีน เอ็กเพิร์ทแคร์ 20มล พีโอนี่ ดำ หีบx15 แพค24)","U00001088","18850092298187","U00001088","","","","","","",""
"SKU-622-1590","622","1590","หมึกกรุบ เส้นบุกปรุงรส 50ก หมาล่าดั้งเดิม (หมึกกรุบ เส้นบุกปรุงรส 50ก หมาล่าดั้งเดิม)","U00001095","-","U00001095","","","","","","",""
"SKU-622-1591","622","1591","หมึกกรุบ เส้นบุกปรุงรส 50ก หมาล่าดั้งเดิม (หมึกกรุบ เส้นบุกปรุงรส 50ก หมาล่าดั้งเดิม แพคx12)","U00001095","-","U00001095","","","","","","",""
"SKU-622-1595","622","1595","หมึกกรุบ เส้นบุกปรุงรส 50ก หมาล่าดั้งเดิม (หมึกกรุบ เส้นบุกปรุงรส 50ก หมาล่าดั้งเดิม หีบx6แพค12)","U00001095","-","U00001095","","","","","","",""
"SKU-623-1592","623","1592","หมึกกรุบ เส้นบุกปรุงรส 50ก หมาล่าสูตรเผ็ด (หมึกกรุบ เส้นบุกปรุงรส 50ก หมาล่าสูตรเผ็ด)","U00001096","-","U00001096","","","","","","",""
"SKU-623-1593","623","1593","หมึกกรุบ เส้นบุกปรุงรส 50ก หมาล่าสูตรเผ็ด (หมึกกรุบ เส้นบุกปรุงรส 50ก หมาล่าสูตรเผ็ด แพคx12)","U00001096","-","U00001096","","","","","","",""
"SKU-623-1594","623","1594","หมึกกรุบ เส้นบุกปรุงรส 50ก หมาล่าสูตรเผ็ด (หมึกกรุบ เส้นบุกปรุงรส 50ก หมาล่าสูตรเผ็ด หีบx6แพค12)","U00001096","-","U00001096","","","","","","",""
"SKU-624-1596","624","1596","หมึกกรุบ เส้นบุกปรุงรส 50ก ปูผัดผงกะหรี่ (หมึกกรุบ เส้นบุกปรุงรส 50ก ปูผัดผงกะหรี่)","U00001097","8859745200389","U00001097","","","","","","",""
"SKU-624-1597","624","1597","หมึกกรุบ เส้นบุกปรุงรส 50ก ปูผัดผงกะหรี่ (หมึกกรุบ เส้นบุกปรุงรส 50ก ปูผัดผงกะหรี่ แพคx12)","U00001097","-","U00001097","","","","","","",""
"SKU-624-1598","624","1598","หมึกกรุบ เส้นบุกปรุงรส 50ก ปูผัดผงกะหรี่ (หมึกกรุบ เส้นบุกปรุงรส 50ก ปูผัดผงกะหรี่ หีบx6แพค12)","U00001097","-","U00001097","","","","","","",""
"SKU-625-1599","625","1599","หมึกกรุบ เส้นบุกปรุงรส 50ก ก๋วยเตี๋ยวเรือ (หมึกกรุบ เส้นบุกปรุงรส 50ก ก๋วยเตี๋ยวเรือ)","U00001098","-","U00001098","","","","","","",""
"SKU-625-1600","625","1600","หมึกกรุบ เส้นบุกปรุงรส 50ก ก๋วยเตี๋ยวเรือ (หมึกกรุบ เส้นบุกปรุงรส 50ก ก๋วยเตี๋ยวเรือ แพคx12)","U00001098","-","U00001098","","","","","","",""
"SKU-625-1601","625","1601","หมึกกรุบ เส้นบุกปรุงรส 50ก ก๋วยเตี๋ยวเรือ (หมึกกรุบ เส้นบุกปรุงรส 50ก ก๋วยเตี๋ยวเรือ หีบx6แพค12)","U00001098","-","U00001098","","","","","","",""
"SKU-626-1602","626","1602","ซันซุ เยลลี่ผสมบุก 96 ก กลิ่นครีมโซดาและสละ (ซันซุ เยลลี่ผสมบุก 96 ก กลิ่นครีมโซดาและสละ)","U00001099","-","U00001099","","","","","","",""
"SKU-626-1603","626","1603","ซันซุ เยลลี่ผสมบุก 96 ก กลิ่นครีมโซดาและสละ (ซันซุ เยลลี่ผสมบุก 96 ก กลิ่นครีมโซดาและสละ แพคx6)","U00001099","-","U00001099","","","","","","",""
"SKU-627-1604","627","1604","แม่เหรียญ น้ำปลาร้า 380มล  (แม่เหรียญ น้ำปลาร้า 380มล แพค12)","U00001100","-","U00001100","","","","","","",""
"SKU-628-1607","628","1607","แม่บุญล้ำ น้ำปลาร้า 400มล ฝาแดง (แม่บุญล้ำ น้ำปลาร้า 400มล ฝาแดง แพค12)","U00001101","8858981501281","U00001101","","","","","","",""
"SKU-629-1610","629","1610","แม่บุญล้ำ น้ำปลาร้า 380มล โหน่ง ฝาขาว (แม่บุญล้ำ น้ำปลาร้า 380มล โหน่ง ฝาขาว แพคx12)","U00001102","8858981502844","U00001102","","","","","","",""
"SKU-630-1615","630","1615","ยำยำ7บ รสทะเลหม้อไฟ	 (ยำยำ7บ รสทะเลหม้อไฟ)","-","-","-","","","","","","",""
"SKU-630-1613","630","1613","ยำยำ7บ รสทะเลหม้อไฟ	 (ยำยำ7บ รสทะเลหม้อไฟ กล่อง30ซ)","-","-","-","","","","","","",""
"SKU-630-1614","630","1614","ยำยำ7บ รสทะเลหม้อไฟ	 (ยำยำ7บ รสทะเลหม้อไฟ มัดx3 กล่อง30ซ)","-","-","-","","","","","","",""
"SKU-631-1618","631","1618","ยำยำ7บ รสสุกี้ (ยำยำ7บ รสสุกี้)","-","-","-","","","","","","",""
"SKU-631-1616","631","1616","ยำยำ7บ รสสุกี้ (ยำยำ7บ รสสุกี้ กล่อง30ซ)","-","-","-","","","","","","",""
"SKU-631-1617","631","1617","ยำยำ7บ รสสุกี้ (ยำยำ7บ รสสุกี้ มัดx3 กล่อง30ซ)","-","-","-","","","","","","",""
"SKU-632-1621","632","1621","ยำยำ7บ รสผัดขี้เมาแห้ง (ยำยำ7บ รสผัดขี้เมาแห้ง)","U00001063","-","U00001063","","","","","","",""
"SKU-632-1619","632","1619","ยำยำ7บ รสผัดขี้เมาแห้ง (ยำยำ7บ รสผัดขี้เมาแห้ง กล่อง30ซ)","U00001063","8850250170761","U00001063","","","","","","",""
"SKU-632-1620","632","1620","ยำยำ7บ รสผัดขี้เมาแห้ง (ยำยำ7บ รสผัดขี้เมาแห้ง	มัดx3 กล่อง30ซ)","U00001063","-","U00001063","","","","","","",""
"SKU-633-1624","633","1624","ยำยำคัพ 60 ก. รสหมูสับ  (ยำยำคัพ 60 ก. รสหมูสับ )","U00001064","-","U00001064","","","","","","",""
"SKU-633-1622","633","1622","ยำยำคัพ 60 ก. รสหมูสับ  (ยำยำคัพ 60 ก. รสหมูสับ แพคx6)","U00001064","-","U00001064","","","","","","",""
